Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,is_mitm,is_ssl_stripping,is_weak_cert,is_encrypted_malware
11796912,22,33,2008,2745,640,0,91.27272727,138.1821372,976,0,83.18181818,217.2857356,402.9020476,4.662237033,218461.3333,596702.1028,2275599,3,9478329,451349.0,810223.2231,2200124,623,11800000,368651.5313,742848.1181,2275599,3,0,0,0,0,712,1064,1.864894813,2.79734222,0,976,84.875,186.8396554,34909.05682,0,0,0,1,0,0,1,86.41818182,91.27272727,83.18181818,1,0,0,1
107,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,18691.58879,107.0,0.0,107,107,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,9345.794393,9345.794393,0,0,0.0,0.0,0.0,0,0,0,0,1,1,1,0.0,0.0,0.0,1,0,0,1
259,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,54054.05405,11583.01158,129.5,137.8858223,227,32,259,259.0,0.0,259,259,0,0.0,0.0,0,0,1,0,0,0,64,20,7722.007722,3861.003861,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,9.333333333,7.0,0.0,1,0,0,1
205,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,68292.68293,14634.14634,102.5,27.57716447,122,83,205,205.0,0.0,205,205,0,0.0,0.0,0,0,1,0,0,0,64,20,9756.097561,4878.04878,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,9.333333333,7.0,0.0,1,0,0,1
77,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25974.02597,77.0,0.0,77,77,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12987.01299,12987.01299,0,0,0.0,0.0,0.0,0,0,0,0,1,1,1,0.0,0.0,0.0,1,0,0,1
71,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,28169.01408,71.0,0.0,71,71,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,14084.50704,14084.50704,0,0,0.0,0.0,0.0,0,0,0,0,1,1,1,0.0,0.0,0.0,1,0,0,1
2138428,20,18,2296,3069,1432,0,114.8,326.7372355,976,0,170.5,307.3898177,2508.852297,17.77006287,57795.35135,263582.5613,1608318,3,2138428,112548.8421,366369.5626,1608318,4,2097967,123409.8235,396752.0417,1655800,3,0,0,0,0,648,584,9.352664668,8.417398201,0,1432,137.5641026,311.3428297,96934.35762,0,0,0,1,0,0,0,141.1842105,114.8,170.5,1,0,0,1
13900498,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,341.9301956,3.812813037,267317.2692,725536.392,2685434,3,11500000,574584.85,1018514.57,2732807,532,13900000,448398.5161,900595.4662,2685434,3,0,0,0,0,680,1032,1.510737241,2.302075796,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,1,89.67924528,95.61904762,85.78125,1,0,0,1
18,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,777777.7778,111111.1111,18.0,0.0,18,18,18,18.0,0.0,18,18,0,0.0,0.0,0,0,1,0,0,0,64,0,111111.1111,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,14.0,7.0,0.0,1,0,0,1
4,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,3500000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,64,0,500000.0,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,14.0,7.0,0.0,1,0,0,1
3,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,4666666.667,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,14.0,7.0,0.0,1,0,0,1
37,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,54054.05405,37.0,0.0,37,37,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,27027.02703,27027.02703,0,0,0.0,0.0,0.0,0,0,0,0,1,1,1,0.0,0.0,0.0,1,0,0,1
3,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,4666666.667,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,14.0,7.0,0.0,1,0,0,1
47,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,42553.19149,47.0,0.0,47,47,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,21276.59574,21276.59574,0,0,0.0,0.0,0.0,0,0,0,0,1,1,1,0.0,0.0,0.0,1,0,0,1
4,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,3500000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,64,0,500000.0,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,14.0,7.0,0.0,1,0,0,1
220,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,63636.36364,13636.36364,110.0,82.02438662,168,52,220,220.0,0.0,220,220,0,0.0,0.0,0,0,1,0,0,0,64,20,9090.909091,4545.454545,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,9.333333333,7.0,0.0,1,0,0,1
13058461,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,363.978573,4.058671232,251124.25,682072.1048,2741727,3,11000000,548155.55,975212.0375,2813102,206,13100000,421237.6774,846714.5238,2741727,3,0,0,0,0,680,1032,1.608152752,2.45051848,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,1,89.67924528,95.61904762,85.78125,1,0,0,1
80,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25000.0,80.0,0.0,80,80,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12500.0,12500.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,1,0.0,0.0,0.0,1,0,0,1
10730809,22,32,2008,2745,640,0,91.27272727,138.1821372,976,0,85.78125,220.240592,442.9302581,5.032239415,202468.0943,547958.5651,2022822,3,8665310,412633.8095,743516.2037,1846778,558,10700000,346152.4839,685010.4946,2022822,3,0,0,0,0,712,1032,2.050171613,2.982067801,0,976,86.41818182,188.2012015,35419.69226,0,0,0,1,0,0,1,88.01851852,91.27272727,85.78125,1,0,0,1
12428470,23,32,2008,2745,640,0,87.30434783,136.3399611,976,0,85.78125,220.240592,382.4284083,4.425323471,230156.8519,633334.696,2283963,3,10800000,492291.2273,917187.8495,2332345,311,12400000,400914.0323,798765.5316,2283963,3,0,0,0,0,744,1032,1.850589815,2.574733656,0,976,84.875,186.8396554,34909.05682,0,0,0,1,0,0,1,86.41818182,87.30434783,85.78125,1,0,0,1
8726980,9,15,102,188,23,0,11.33333333,9.069178574,34,0,12.53333333,14.54975045,33.23028127,2.750092243,379433.913,1001236.841,3512675,4,5173931,646741.375,1203421.314,2868185,4,8726869,623347.7857,1238051.836,3512675,4,0,0,0,0,296,488,1.031284591,1.718807652,0,34,11.6,12.53328901,157.0833333,0,0,0,1,0,0,1,12.08333333,11.33333333,12.53333333,1,0,0,1
9569116,9,15,113,188,24,0,12.55555556,10.3091114,34,0,12.53333333,14.54975045,31.45536118,2.508068666,416048.5217,1080527.911,3327312,3,6198253,774781.625,1431529.081,3224862,43,9569027,683501.9286,1333786.426,3327312,3,0,0,0,0,296,488,0.94052575,1.567542916,0,34,12.04,12.85327455,165.2066667,0,0,0,1,0,0,1,12.54166667,12.55555556,12.53333333,1,0,0,1
241,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,58091.28631,12448.13278,120.5,45.96194078,153,88,241,241.0,0.0,241,241,0,0.0,0.0,0,0,1,0,0,0,64,20,8298.755187,4149.377593,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,9.333333333,7.0,0.0,1,0,0,1
20,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,100000.0,20.0,0.0,20,20,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,50000.0,50000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,1,0.0,0.0,0.0,1,0,0,1
11547774,23,32,2008,2745,640,0,87.30434783,136.3399611,976,0,85.78125,220.240592,411.594477,4.762822688,213847.6667,603753.7884,2704282,3,10100000,458982.1818,885643.363,2775292,402,11500000,372504.2581,763563.0337,2704282,3,0,0,0,0,744,1032,1.991725851,2.771096836,0,976,84.875,186.8396554,34909.05682,0,0,0,1,0,0,1,86.41818182,87.30434783,85.78125,1,0,0,1
9297179,9,15,112,188,25,0,12.44444444,10.22388272,34,0,12.53333333,14.54975045,32.26785243,2.581428195,404225.1739,1060606.448,3597856,3,6700018,837502.25,1554356.24,3639120,4,9297073,664076.6429,1310661.399,3597856,3,0,0,0,0,296,488,0.968035573,1.613392622,0,34,12.0,12.8290036,164.5833333,0,0,0,1,0,0,1,12.5,12.44444444,12.53333333,1,0,0,1
44,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,22727.27273,22727.27273,0,0,0.0,0.0,0.0,0,0,0,0,1,1,1,0.0,0.0,0.0,1,0,0,1
11972453,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,396.9946677,4.426828821,230239.4808,623181.9843,2241179,3,9747731,487386.55,861819.1714,2300932,942,12000000,386204.0968,773362.4722,2241179,3,0,0,0,0,680,1032,1.754026514,2.672802307,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,1,89.67924528,95.61904762,85.78125,1,0,0,1
13166509,20,33,2008,2745,640,0,100.4,141.9141327,976,0,83.18181818,217.2857356,360.9916645,4.025364658,253202.0962,687746.3615,2481928,4,11000000,579968.6316,990799.1337,2537096,739,13200000,411450.4063,843265.9089,2481928,4,0,0,0,0,648,1064,1.519005531,2.506359127,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,1,89.67924528,100.4,83.18181818,1,0,0,1
248,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,56451.6129,12096.77419,124.0,21.21320344,139,109,248,248.0,0.0,248,248,0,0.0,0.0,0,0,1,0,0,0,64,20,8064.516129,4032.258065,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,9.333333333,7.0,0.0,1,0,0,1
8895304,9,15,95,188,19,0,10.55555556,8.11035004,34,0,12.53333333,14.54975045,31.81453945,2.698052815,386752.3478,1012533.66,3395728,3,5964767,745595.875,1399965.94,3440108,4,8895181,635370.0714,1250957.871,3395728,3,0,0,0,0,296,488,1.011769806,1.68628301,0,34,11.32,12.32450134,151.8933333,0,0,0,1,0,0,1,11.79166667,10.55555556,12.53333333,1,0,0,1
12054231,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,394.3013868,4.396796444,231812.1346,637950.0947,2716346,14,9927081,496354.05,897151.1208,2776550,340,12100000,388843.2581,793008.9502,2716346,27,0,0,0,0,680,1032,1.742126893,2.654669551,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,1,89.67924528,95.61904762,85.78125,1,0,0,1
239,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,58577.40586,12552.30126,119.5,74.24621202,172,67,239,239.0,0.0,239,239,0,0.0,0.0,0,0,1,0,0,0,64,20,8368.200837,4184.100418,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,9.333333333,7.0,0.0,1,0,0,1
8651983,9,15,108,188,24,0,12.0,9.695359715,34,0,12.53333333,14.54975045,34.21181017,2.773930554,376173.1739,977051.8654,3090752,3,5520238,690029.75,1275110.457,2787034,180,8651896,617992.5714,1206073.8,3090752,3,0,0,0,0,296,488,1.040223958,1.733706597,0,34,11.84,12.68752668,160.9733333,0,0,0,1,0,0,1,12.33333333,12.0,12.53333333,1,0,0,1
8922288,9,15,108,188,23,0,12.0,9.656603958,34,0,12.53333333,14.54975045,33.17534695,2.689892996,387925.5652,1003264.831,3095103,3,5785089,723136.125,1326942.438,3015715,3,8922202,637300.1429,1237837.701,3095103,3,0,0,0,0,296,488,1.008709874,1.681183123,0,34,11.84,12.67767066,160.7233333,0,0,0,1,0,0,1,12.33333333,12.0,12.53333333,1,0,0,1
8661447,9,15,105,188,23,0,11.66666667,9.313968005,34,0,12.53333333,14.54975045,33.82806591,2.770899597,376584.6522,958227.4167,3016822,0,5864582,733072.75,1312372.918,3060110,213,8661380,618670.0,1180091.87,3016822,0,0,0,0,0,296,488,1.039087349,1.731812248,0,34,11.72,12.59139918,158.5433333,0,0,0,1,0,0,1,12.20833333,11.66666667,12.53333333,1,0,0,1
9163481,9,15,105,188,24,0,11.66666667,9.354143467,34,0,12.53333333,14.54975045,31.97474846,2.619092024,398412.2174,1035303.928,3173533,3,6323187,790398.375,1461869.071,3216193,3,9163360,654525.7143,1278043.446,3173533,3,0,0,0,0,296,488,0.982159509,1.636932515,0,34,11.72,12.60132268,158.7933333,0,0,0,1,0,0,1,12.20833333,11.66666667,12.53333333,1,0,0,1
277,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,50541.51625,10830.32491,138.5,92.63098834,204,73,277,277.0,0.0,277,277,0,0.0,0.0,0,0,1,0,0,0,64,20,7220.216606,3610.108303,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,9.333333333,7.0,0.0,1,0,0,1
120,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,16666.66667,120.0,0.0,120,120,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,8333.333333,8333.333333,0,0,0.0,0.0,0.0,0,0,0,0,1,1,1,0.0,0.0,0.0,1,0,0,1
8687736,9,15,108,188,28,0,12.0,10.09950494,34,0,12.53333333,14.54975045,34.07101689,2.762514883,377727.6522,979381.5408,2944660,3,5699022,712377.75,1316682.402,2972850,49,8687577,620541.2143,1208717.722,2944660,3,0,0,0,0,296,488,1.035943081,1.726571802,0,34,11.84,12.79218511,163.64,0,0,0,1,0,0,1,12.33333333,12.0,12.53333333,1,0,0,1
10919727,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,435.2672919,4.853601194,209994.75,568298.1717,2082931,28,9227410,461370.5,817981.3818,2143097,440,10900000,352246.4516,705228.6263,2082931,39,0,0,0,0,680,1032,1.923125001,2.930476192,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,1,89.67924528,95.61904762,85.78125,1,0,0,1
12062454,22,32,2008,2745,640,0,91.27272727,138.1821372,976,0,85.78125,220.240592,394.0325907,4.47670101,227593.4717,618623.6183,2327111,3,9694261,461631.4762,830825.3275,2176486,393,12100000,389110.8387,773661.9202,2327111,3,0,0,0,0,712,1032,1.823841152,2.652859858,0,976,86.41818182,188.2012015,35419.69226,0,0,0,1,0,0,1,88.01851852,91.27272727,85.78125,1,0,0,1
9114199,9,15,109,188,24,0,12.11111111,9.829095132,34,0,12.53333333,14.54975045,32.58651693,2.633253893,396269.5217,1029952.143,3192699,3,6039680,754960.0,1399425.935,3237056,219,9114073,651005.2143,1271466.679,3192699,3,0,0,0,0,296,488,0.98747021,1.645783683,0,34,11.88,12.72242115,161.86,0,0,0,1,0,0,1,12.375,12.11111111,12.53333333,1,0,0,1
241,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,58091.28631,12448.13278,120.5,64.34671709,166,75,241,241.0,0.0,241,241,0,0.0,0.0,0,0,1,0,0,0,64,20,8298.755187,4149.377593,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,9.333333333,7.0,0.0,1,0,0,1
246,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,56910.56911,12195.12195,123.0,55.15432893,162,84,246,246.0,0.0,246,246,0,0.0,0.0,0,0,1,0,0,0,64,20,8130.081301,4065.04065,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,9.333333333,7.0,0.0,1,0,0,1
249,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,56224.8996,12048.19277,124.5,54.44722215,163,86,249,249.0,0.0,249,249,0,0.0,0.0,0,0,1,0,0,0,64,20,8032.128514,4016.064257,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,9.333333333,7.0,0.0,1,0,0,1
243,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,57613.16872,12345.67901,121.5,19.09188309,135,108,243,243.0,0.0,243,243,0,0.0,0.0,0,0,1,0,0,0,64,20,8230.452675,4115.226337,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,9.333333333,7.0,0.0,1,0,0,1
11692274,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,406.5077503,4.532907799,224851.4231,617480.6898,2463467,3,9639804,481990.2,865352.7239,2504945,508,11700000,377165.871,767400.4919,2463467,3,0,0,0,0,680,1032,1.796057807,2.736849992,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,1,89.67924528,95.61904762,85.78125,1,0,0,1
48,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,41666.66667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20833.33333,20833.33333,0,0,0.0,0.0,0.0,0,0,0,0,1,1,1,0.0,0.0,0.0,1,0,0,1
9560036,9,15,97,188,20,0,10.77777778,8.363279527,34,0,12.53333333,14.54975045,29.81160322,2.510450797,415653.7391,1077380.177,3284866,3,6269567,783695.875,1442387.286,3327237,244,9559920,682851.4286,1329612.98,3284866,3,0,0,0,0,296,488,0.941419049,1.569031748,0,34,11.4,12.37605214,153.1666667,0,0,0,1,0,0,1,11.875,10.77777778,12.53333333,1,0,0,1
234,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,59829.05983,12820.51282,117.0,39.59797975,145,89,234,234.0,0.0,234,234,0,0.0,0.0,0,0,1,0,0,0,64,20,8547.008547,4273.504274,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,9.333333333,7.0,0.0,1,0,0,1
9119557,9,15,101,188,23,0,11.22222222,8.941165721,34,0,12.53333333,14.54975045,31.69013583,2.631706781,396502.4783,1034236.146,3391986,3,6137000,767125.0,1431411.415,3435437,48,9119437,651388.3571,1277256.997,3391986,3,0,0,0,0,296,488,0.986890043,1.644816738,0,34,11.56,12.50359948,156.34,0,0,0,1,0,0,1,12.04166667,11.22222222,12.53333333,1,0,0,1
12092623,20,33,2008,2745,640,0,100.4,141.9141327,976,0,83.18181818,217.2857356,393.0495476,4.382837371,232550.4423,627779.8061,2440429,3,10100000,529771.5789,905845.8153,2501350,273,12100000,377891.875,769298.255,2440429,3,0,0,0,0,648,1064,1.653900895,2.728936476,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,1,89.67924528,100.4,83.18181818,1,0,0,1
8433060,9,15,103,188,22,0,11.44444444,9.043106644,34,0,12.53333333,14.54975045,34.50704726,2.845942042,366654.7826,940772.643,2920803,1,5468206,683525.75,1239080.929,2885393,1,8432989,602356.3571,1159703.161,2920803,3,0,0,0,0,296,488,1.067228266,1.778713776,0,34,11.64,12.52623913,156.9066667,0,0,0,1,0,0,1,12.125,11.44444444,12.53333333,1,0,0,1
107,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,18691.58879,107.0,0.0,107,107,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,9345.794393,9345.794393,0,0,0.0,0.0,0.0,0,0,0,0,1,1,1,0.0,0.0,0.0,1,0,0,1
8938866,9,15,112,188,24,0,12.44444444,10.17486009,34,0,12.53333333,14.54975045,33.56130408,2.684904327,388646.3478,1007969.509,3401099,3,6536010,817001.25,1487256.548,3442387,49,8938817,638486.9286,1244033.889,3401099,3,0,0,0,0,296,488,1.006839123,1.678065204,0,34,12.0,12.81600562,164.25,0,0,0,1,0,0,1,12.5,12.44444444,12.53333333,1,0,0,1
220,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,63636.36364,13636.36364,110.0,32.52691193,133,87,220,220.0,0.0,220,220,0,0.0,0.0,0,0,1,0,0,0,64,20,9090.909091,4545.454545,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,9.333333333,7.0,0.0,1,0,0,1
8800109,9,15,104,188,23,0,11.55555556,9.221050796,34,0,12.53333333,14.54975045,33.18140718,2.727238947,382613.4348,1001321.489,3327125,3,6348670,793583.75,1471586.078,3374481,3,8800003,628571.6429,1237055.067,3327125,4,0,0,0,0,296,488,1.022714605,1.704524342,0,34,11.68,12.56887691,157.9766667,0,0,0,1,0,0,1,12.16666667,11.55555556,12.53333333,1,0,0,1
92,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21739.13043,92.0,0.0,92,92,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10869.56522,10869.56522,0,0,0.0,0.0,0.0,0,0,0,0,1,1,1,0.0,0.0,0.0,1,0,0,1
49,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20408.16327,20408.16327,0,0,0.0,0.0,0.0,0,0,0,0,1,1,1,0.0,0.0,0.0,1,0,0,1
60,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,33333.33333,60.0,0.0,60,60,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16666.66667,16666.66667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,1,0.0,0.0,0.0,1,0,0,1
208,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,67307.69231,14423.07692,104.0,22.627417,120,88,208,208.0,0.0,208,208,0,0.0,0.0,0,0,1,0,0,0,64,20,9615.384615,4807.692308,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,9.333333333,7.0,0.0,1,0,0,1
234,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,59829.05983,12820.51282,117.0,56.56854249,157,77,234,234.0,0.0,234,234,0,0.0,0.0,0,0,1,0,0,0,64,20,8547.008547,4273.504274,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,9.333333333,7.0,0.0,1,0,0,1
50,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40000.0,50.0,0.0,50,50,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20000.0,20000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,1,0.0,0.0,0.0,1,0,0,1
8744158,9,15,98,188,20,0,10.88888889,8.491826135,34,0,12.53333333,14.54975045,32.70755172,2.744689655,380180.7826,991205.964,3260476,4,6221192,777649.0,1438119.805,3305292,9,8744036,624574.0,1224053.285,3260476,4,0,0,0,0,296,488,1.02925862,1.715431034,0,34,11.44,12.40322539,153.84,0,0,0,1,0,0,1,11.91666667,10.88888889,12.53333333,1,0,0,1
8702645,9,15,107,188,24,0,11.88888889,9.571369344,34,0,12.53333333,14.54975045,33.89774028,2.75778226,378375.8696,980788.9635,2900098,3,5820678,727584.75,1344816.082,2943273,222,8702544,621610.2857,1210412.233,2900098,3,0,0,0,0,296,488,1.034168348,1.723613913,0,34,11.8,12.655697,160.1666667,0,0,0,1,0,0,1,12.29166667,11.88888889,12.53333333,1,0,0,1
9801990,9,15,103,188,22,0,11.44444444,9.043106644,34,0,12.53333333,14.54975045,29.6878491,2.4484824,426173.4783,1108071.602,3368632,3,6570864,821358.0,1520218.064,3410672,3,9801954,700139.5714,1367955.928,3368632,3,0,0,0,0,296,488,0.9181809,1.5303015,0,34,11.64,12.52623913,156.9066667,0,0,0,1,0,0,1,12.125,11.44444444,12.53333333,1,0,0,1
8911599,9,15,94,188,20,0,10.44444444,8.048464312,34,0,12.53333333,14.54975045,31.64415275,2.693119383,387460.8261,1005166.672,3108709,3,5760841,720105.125,1328792.669,2997194,237,8911446,636531.8571,1240613.044,3108709,3,0,0,0,0,296,488,1.009919769,1.683199614,0,34,11.28,12.31367803,151.6266667,0,0,0,1,0,0,1,11.75,10.44444444,12.53333333,1,0,0,1
8260716,9,15,110,188,23,0,12.22222222,9.909310997,34,0,12.53333333,14.54975045,36.07435481,2.905317166,359161.5652,932642.0387,2961053,1,5255890,656986.25,1214826.733,2663560,238,8260644,590046.0,1151220.103,2961053,1,0,0,0,0,296,488,1.089493937,1.815823229,0,34,11.92,12.7440182,162.41,0,0,0,1,0,0,1,12.41666667,12.22222222,12.53333333,1,0,0,1
8538094,9,15,103,188,24,0,11.44444444,9.153020145,34,0,12.53333333,14.54975045,34.08254817,2.810931807,371221.4783,964723.2526,2991965,3,5505292,688161.5,1274229.159,2877803,42,8538000,609857.1429,1190924.449,2991965,3,0,0,0,0,296,488,1.054099428,1.75683238,0,34,11.64,12.55282173,157.5733333,0,0,0,1,0,0,1,12.125,11.44444444,12.53333333,1,0,0,1
79,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25316.4557,79.0,0.0,79,79,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12658.22785,12658.22785,0,0,0.0,0.0,0.0,0,0,0,0,1,1,1,0.0,0.0,0.0,1,0,0,1
3,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,4666666.667,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,14.0,7.0,0.0,1,0,0,1
11506906,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,413.0562985,4.605929691,221286.6538,602099.8371,2271841,4,9193220,459661.0,816060.2969,2074255,531,11500000,371186.0968,747590.054,2271841,4,0,0,0,0,680,1032,1.82499101,2.780938682,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,1,89.67924528,95.61904762,85.78125,1,0,0,1
222,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,63063.06306,13513.51351,111.0,87.68124087,173,49,222,222.0,0.0,222,222,0,0.0,0.0,0,0,1,0,0,0,64,20,9009.009009,4504.504505,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,9.333333333,7.0,0.0,1,0,0,1
