pcap_file,label,src_ip,dst_ip,src_port,dst_port,tls_version,cipher_suite,cert_issuer,cert_subject,cert_expiry,handshake_time
Skype.pcap,Benign,1.2.62.62,1.1.137.232,443,36587,0x0300,0xc014,NA,NA,NA,4e-06
Skype.pcap,Benign,1.2.138.80,1.1.61.251,443,17165,0x0300,0xc014,NA,NA,NA,4e-06
Skype.pcap,Benign,1.2.248.70,1.1.75.241,443,20722,0x0300,0xc014,NA,NA,NA,8e-06
Skype.pcap,Benign,1.2.231.255,1.1.83.151,443,58581,0x0300,0xc014,NA,NA,NA,3e-06
Skype.pcap,Benign,1.2.73.203,1.1.73.100,443,20115,0x0300,0xc014,NA,NA,NA,4e-06
Skype.pcap,Benign,1.2.223.19,1.1.106.190,443,58315,0x0300,0xc014,NA,NA,NA,4e-06
Skype.pcap,Benign,1.2.43.182,1.1.159.58,443,40121,0x0300,0xc014,NA,NA,NA,4e-06
Skype.pcap,Benign,1.2.74.8,1.1.253.178,443,1732,0x0300,0xc014,NA,NA,NA,8e-06
Skype.pcap,Benign,1.2.227.198,1.1.87.113,443,23678,0x0300,0xc014,NA,NA,NA,4e-06
Skype.pcap,Benign,1.2.131.183,1.1.55.78,443,15481,0x0300,0xc014,NA,NA,NA,4e-06
Skype.pcap,Benign,1.2.2.84,1.1.181.238,443,1796,0x0300,0xc014,NA,NA,NA,4e-06
Skype.pcap,Benign,1.2.68.159,1.1.68.59,443,18783,0x0300,0xc014,NA,NA,NA,4e-06
Skype.pcap,Benign,1.2.209.74,1.1.100.245,443,54785,0x0300,0xc014,NA,NA,NA,9e-06
Skype.pcap,Benign,1.2.181.156,1.1.181.58,443,1624,0x0300,0xc014,NA,NA,NA,5e-06
Skype.pcap,Benign,1.2.135.82,1.1.50.36,443,14697,0x0300,0xc014,NA,NA,NA,4e-06
Skype.pcap,Benign,1.2.14.219,1.1.186.119,443,49047,0x0300,0xc014,NA,NA,NA,4e-06
Skype.pcap,Benign,1.2.91.154,1.1.239.68,443,24678,0x0300,0xc014,NA,NA,NA,4e-06
Skype.pcap,Benign,1.2.5.44,1.1.182.235,443,49525,0x0300,0xc014,NA,NA,NA,1.6e-05
Skype.pcap,Benign,1.2.83.198,1.1.231.96,443,22641,0x0300,0xc014,NA,NA,NA,7e-06
Skype.pcap,Benign,1.2.2.23,1.1.1.168,443,1852,0x0300,0xc014,NA,NA,NA,1.2e-05
Skype.pcap,Benign,1.2.227.72,1.1.86.243,443,23554,0x0300,0xc014,NA,NA,NA,6e-06
Skype.pcap,Benign,1.2.108.18,1.1.107.176,443,28880,0x0300,0xc014,NA,NA,NA,6e-06
Skype.pcap,Benign,1.2.79.183,1.1.251.62,443,59575,0x0300,0xc014,NA,NA,NA,8e-06
Skype.pcap,Benign,1.2.169.101,1.1.28.242,443,8751,0x0300,0xc014,NA,NA,NA,7e-06
Skype.pcap,Benign,1.2.191.227,1.1.11.142,443,48288,0x0300,0xc014,NA,NA,NA,9e-06
Skype.pcap,Benign,1.2.68.19,1.1.67.175,443,62667,0x0300,0xc014,NA,NA,NA,6e-06
Skype.pcap,Benign,1.2.156.74,1.1.39.245,443,11529,0x0300,0xc014,NA,NA,NA,5e-06
Skype.pcap,Benign,1.2.71.93,1.1.242.56,443,19950,0x0300,0xc014,NA,NA,NA,8e-06
Skype.pcap,Benign,1.2.0.49,1.1.203.219,443,1265,0x0300,0xc014,NA,NA,NA,6e-06
Skype.pcap,Benign,1.2.69.212,1.1.241.126,443,63133,0x0300,0xc014,NA,NA,NA,7e-06
Skype.pcap,Benign,1.2.183.172,1.1.3.86,443,2217,0x0300,0xc014,NA,NA,NA,6e-06
Skype.pcap,Benign,1.2.197.61,1.1.112.214,443,51704,0x0300,0xc014,NA,NA,NA,5e-06
Skype.pcap,Benign,1.2.207.104,1.1.207.6,443,32793,0x0300,0xc014,NA,NA,NA,8e-06
Skype.pcap,Benign,1.2.38.113,1.1.37.211,443,11073,0x0300,0xc014,NA,NA,NA,5e-06
Skype.pcap,Benign,1.2.60.127,1.1.136.41,443,16746,0x0300,0xc014,NA,NA,NA,8e-06
Skype.pcap,Benign,1.2.152.91,1.1.159.227,443,12671,0x0300,0xc014,NA,NA,NA,6e-06
Skype.pcap,Benign,1.2.174.213,1.1.174.124,443,8079,0x0300,0xc014,NA,NA,NA,5e-06
Skype.pcap,Benign,1.2.186.51,1.1.185.192,443,4872,0x0300,0xc014,NA,NA,NA,9e-06
Skype.pcap,Benign,1.2.140.37,1.1.55.22,443,37408,0x0300,0xc014,NA,NA,NA,5e-06
Skype.pcap,Benign,1.2.107.97,1.1.106.248,443,56346,0x0300,0xc014,NA,NA,NA,8e-06
Skype.pcap,Benign,1.2.104.194,1.1.220.108,443,57742,0x0300,0xc014,NA,NA,NA,5e-06
Skype.pcap,Benign,1.2.167.104,1.1.166.250,443,42021,0x0300,0xc014,NA,NA,NA,6e-06
Skype.pcap,Benign,1.2.95.220,1.1.235.134,443,25752,0x0300,0xc014,NA,NA,NA,8e-06
Skype.pcap,Benign,1.2.242.50,1.1.69.200,443,63241,0x0300,0xc014,NA,NA,NA,6e-06
Skype.pcap,Benign,1.2.239.206,1.1.91.72,443,24701,0x0300,0xc014,NA,NA,NA,7e-06
Skype.pcap,Benign,1.2.6.28,1.1.5.186,443,2762,0x0300,0xc014,NA,NA,NA,6e-06
Skype.pcap,Benign,1.2.100.155,1.1.208.69,443,26977,0x0300,0xc014,NA,NA,NA,6e-06
Skype.pcap,Benign,1.2.254.78,1.1.73.249,443,20239,0x0300,0xc014,NA,NA,NA,8e-06
Skype.pcap,Benign,1.2.247.66,1.1.66.223,443,62492,0x0300,0xc014,NA,NA,NA,5e-06
Skype.pcap,Benign,1.2.130.232,1.1.54.147,443,15266,0x0300,0xc014,NA,NA,NA,8e-06
Skype.pcap,Benign,1.2.124.174,1.1.206.82,443,47166,0x0300,0xc014,NA,NA,NA,5e-06
Skype.pcap,Benign,1.2.227.136,1.1.225.43,443,25054,0x0300,0xc014,NA,NA,NA,5e-06
Skype.pcap,Benign,1.2.234.145,1.1.94.60,443,25423,0x0300,0xc014,NA,NA,NA,9e-06
Skype.pcap,Benign,1.2.197.233,1.1.197.135,443,51877,0x0300,0xc014,NA,NA,NA,5e-06
Skype.pcap,Benign,1.2.154.187,1.1.154.84,443,13231,0x0300,0xc014,NA,NA,NA,8e-06
Skype.pcap,Benign,1.2.27.195,1.1.175.109,443,44157,0x0300,0xc014,NA,NA,NA,5e-06
Skype.pcap,Benign,1.2.36.116,1.1.144.29,443,10628,0x0300,0xc014,NA,NA,NA,5e-06
Skype.pcap,Benign,1.2.157.204,1.1.41.119,443,11910,0x0300,0xc014,NA,NA,NA,8e-06
Skype.pcap,Benign,1.2.34.61,1.1.149.231,443,9989,0x0300,0xc014,NA,NA,NA,6e-06
Skype.pcap,Benign,1.2.66.231,1.1.246.145,443,64475,0x0300,0xc014,NA,NA,NA,8e-06
Skype.pcap,Benign,1.2.212.6,1.1.95.177,443,55487,0x0300,0xc014,NA,NA,NA,1e-05
Skype.pcap,Benign,1.2.12.204,1.1.12.106,443,48519,0x0300,0xc014,NA,NA,NA,9e-06
Skype.pcap,Benign,1.2.168.245,1.1.28.146,443,8626,0x0300,0xc014,NA,NA,NA,1.3e-05
Skype.pcap,Benign,1.2.65.156,1.1.245.54,443,64085,0x0300,0xc014,NA,NA,NA,6e-06
Skype.pcap,Benign,1.2.120.170,1.1.120.67,443,32115,0x0300,0xc014,NA,NA,NA,4e-06
Skype.pcap,Benign,1.2.144.125,1.1.36.24,443,38256,0x0300,0xc014,NA,NA,NA,4e-06
Skype.pcap,Benign,1.2.208.251,1.1.208.141,443,27084,0x0300,0xc014,NA,NA,NA,3e-06
Skype.pcap,Benign,1.2.202.19,1.1.125.190,443,33498,0x0300,0xc014,NA,NA,NA,1.2e-05
Skype.pcap,Benign,1.2.29.141,1.1.169.41,443,8793,0x0300,0xc014,NA,NA,NA,5e-06
Skype.pcap,Benign,1.2.98.78,1.1.213.248,443,56074,0x0300,0xc014,NA,NA,NA,4e-06
Skype.pcap,Benign,1.2.182.20,1.1.1.179,443,47820,0x0300,0xc014,NA,NA,NA,4e-06
Skype.pcap,Benign,1.2.64.201,1.1.244.97,443,17874,0x0300,0xc014,NA,NA,NA,4e-06
Skype.pcap,Benign,1.2.140.37,1.1.55.208,443,37089,0x0300,0xc014,NA,NA,NA,9e-06
Skype.pcap,Benign,1.2.142.63,1.1.57.234,443,37639,0x0300,0xc014,NA,NA,NA,6e-06
Skype.pcap,Benign,1.2.241.1,1.1.240.157,443,62909,0x0300,0xc014,NA,NA,NA,4e-06
Skype.pcap,Benign,1.2.227.48,1.1.224.210,443,24555,0x0300,0xc014,NA,NA,NA,4e-06
Skype.pcap,Benign,1.2.218.235,1.1.216.43,443,52123,0x0300,0xc014,NA,NA,NA,4e-06
Skype.pcap,Benign,1.2.252.29,1.1.243.154,443,19719,0x0300,0xc014,NA,NA,NA,1.1e-05
Skype.pcap,Benign,1.2.53.66,1.1.52.206,443,14894,0x0300,0xc014,NA,NA,NA,7e-06
Skype.pcap,Benign,1.2.227.115,1.1.87.30,443,23637,0x0300,0xc014,NA,NA,NA,1.3e-05
Skype.pcap,Benign,1.2.209.124,1.1.101.39,443,54825,0x0300,0xc014,NA,NA,NA,7e-06
Skype.pcap,Benign,1.2.113.187,1.1.113.89,443,51832,0x0300,0xc014,NA,NA,NA,5e-06
Skype.pcap,Benign,1.2.216.119,1.1.108.16,443,28989,0x0300,0xc014,NA,NA,NA,9e-06
Skype.pcap,Benign,1.2.230.40,1.1.81.211,443,60118,0x0300,0xc014,NA,NA,NA,5e-06
Skype.pcap,Benign,1.2.228.120,1.1.80.35,443,21810,0x0300,0xc014,NA,NA,NA,5e-06
Skype.pcap,Benign,1.2.203.33,1.1.126.204,443,53244,0x0300,0xc014,NA,NA,NA,8e-06
Skype.pcap,Benign,1.2.135.185,1.1.135.96,443,14451,0x0300,0xc014,NA,NA,NA,5e-06
Skype.pcap,Benign,1.2.247.206,1.1.65.170,443,19320,0x0300,0xc014,NA,NA,NA,3e-06
Skype.pcap,Benign,1.2.216.138,1.1.108.37,443,29051,0x0300,0xc014,NA,NA,NA,6e-06
Skype.pcap,Benign,1.2.124.117,1.1.200.6,443,52541,0x0300,0xc014,NA,NA,NA,8e-06
Skype.pcap,Benign,1.2.233.134,1.1.93.49,443,25155,0x0300,0xc014,NA,NA,NA,5e-06
Skype.pcap,Benign,1.2.244.3,1.1.63.128,443,17675,0x0300,0xc014,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.42.229,1.2.43.97,40020,443,NA,NA,NA,NA,NA,2e-05
Skype.pcap,Benign,1.1.164.199,1.2.166.219,42696,443,NA,NA,NA,NA,NA,9e-06
Skype.pcap,Benign,1.1.202.43,1.2.126.150,53123,443,NA,NA,NA,NA,NA,7e-06
Skype.pcap,Benign,1.1.83.56,1.2.85.70,23810,443,NA,NA,NA,NA,NA,1e-05
Skype.pcap,Benign,1.1.91.173,1.2.232.33,24936,443,NA,NA,NA,NA,NA,1.2e-05
Skype.pcap,Benign,1.1.211.191,1.2.104.21,57541,443,NA,NA,NA,NA,NA,1.2e-05
Skype.pcap,Benign,1.1.225.86,1.2.225.175,58978,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.98.143,1.2.214.228,56210,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.216.1,1.2.108.87,28963,443,NA,NA,NA,NA,NA,2e-05
Skype.pcap,Benign,1.1.231.116,1.2.83.202,58501,443,NA,NA,NA,NA,NA,8e-06
Skype.pcap,Benign,1.1.27.194,1.2.168.37,44252,443,NA,NA,NA,NA,NA,1.4e-05
Skype.pcap,Benign,1.1.58.146,1.2.136.192,63629,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.97.171,1.2.214.1,56054,443,NA,NA,NA,NA,NA,7e-06
Skype.pcap,Benign,1.1.58.3,1.2.142.88,16131,443,NA,NA,NA,NA,NA,9e-06
Skype.pcap,Benign,1.1.1.89,1.2.1.194,47758,443,NA,NA,NA,NA,NA,7e-06
Skype.pcap,Benign,1.1.59.182,1.2.136.11,36035,443,NA,NA,NA,NA,NA,8e-06
Skype.pcap,Benign,1.1.144.143,1.2.39.128,12262,443,NA,NA,NA,NA,NA,4e-06
Skype.pcap,Benign,1.1.240.75,1.2.68.189,18821,443,NA,NA,NA,NA,NA,7e-06
Skype.pcap,Benign,1.1.226.187,1.2.87.29,23529,443,NA,NA,NA,NA,NA,9e-06
Skype.pcap,Benign,1.1.203.86,1.2.203.189,47250,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.229.128,1.2.81.215,60187,443,NA,NA,NA,NA,NA,8e-06
Skype.pcap,Benign,1.1.127.10,1.2.203.95,47130,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.214.65,1.2.98.152,56148,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.219.247,1.2.112.77,29970,443,NA,NA,NA,NA,NA,9e-06
Skype.pcap,Benign,1.1.149.14,1.2.151.145,11389,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.229.144,1.2.81.230,60070,443,NA,NA,NA,NA,NA,8e-06
Skype.pcap,Benign,1.1.196.67,1.2.112.153,30044,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.104.145,1.2.220.230,57766,443,NA,NA,NA,NA,NA,7e-06
Skype.pcap,Benign,1.1.187.253,1.2.16.83,5394,443,NA,NA,NA,NA,NA,9e-06
Skype.pcap,Benign,1.1.4.142,1.2.176.227,46480,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.184.120,1.2.12.206,4489,443,NA,NA,NA,NA,NA,8e-06
Skype.pcap,Benign,1.1.119.210,1.2.204.39,53461,443,NA,NA,NA,NA,NA,7e-06
Skype.pcap,Benign,1.1.134.95,1.2.50.235,35815,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.192.83,1.2.192.185,31168,443,NA,NA,NA,NA,NA,9e-06
Skype.pcap,Benign,1.1.197.201,1.2.114.43,30443,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.223.19,1.2.107.105,56352,443,NA,NA,NA,NA,NA,8e-06
Skype.pcap,Benign,1.1.192.54,1.2.116.152,50512,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.14.44,1.2.14.145,5016,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.4.1,1.2.176.86,2319,443,NA,NA,NA,NA,NA,1e-06
Skype.pcap,Benign,1.1.194.60,1.2.118.146,51022,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.90.163,1.2.91.10,62447,443,NA,NA,NA,NA,NA,8e-06
Skype.pcap,Benign,1.1.17.210,1.2.166.39,5847,443,NA,NA,NA,NA,NA,7e-06
Skype.pcap,Benign,1.1.17.134,1.2.165.219,5791,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.183.76,1.2.3.210,2333,443,NA,NA,NA,NA,NA,9e-06
Skype.pcap,Benign,1.1.148.184,1.2.33.14,9670,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.152.19,1.2.44.118,40237,443,NA,NA,NA,NA,NA,8e-06
Skype.pcap,Benign,1.1.58.227,1.2.60.9,17474,443,NA,NA,NA,NA,NA,7e-06
Skype.pcap,Benign,1.1.210.46,1.2.102.173,27560,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.118.65,1.2.194.150,51041,443,NA,NA,NA,NA,NA,9e-06
Skype.pcap,Benign,1.1.3.120,1.2.183.205,2170,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.109.55,1.2.109.179,29348,443,NA,NA,NA,NA,NA,8e-06
Skype.pcap,Benign,1.1.17.251,1.2.166.110,43877,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.17.32,1.2.165.131,43583,443,NA,NA,NA,NA,NA,1.3e-05
Skype.pcap,Benign,1.1.149.175,1.2.34.5,9920,443,NA,NA,NA,NA,NA,1.6e-05
Skype.pcap,Benign,1.1.171.43,1.2.148.172,10371,443,NA,NA,NA,NA,NA,0.0
Skype.pcap,Benign,1.1.47.25,1.2.155.110,34856,443,NA,NA,NA,NA,NA,9e-06
Skype.pcap,Benign,1.1.30.243,1.2.171.86,9236,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.137.76,1.2.61.162,16993,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.197.227,1.2.114.57,30452,443,NA,NA,NA,NA,NA,9e-06
Skype.pcap,Benign,1.1.166.8,1.2.19.70,42284,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.92.67,1.2.232.152,24916,443,NA,NA,NA,NA,NA,9e-06
Skype.pcap,Benign,1.1.19.192,1.2.160.53,6387,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.200.167,1.2.201.146,1208,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.180.101,1.2.181.149,48009,443,NA,NA,NA,NA,NA,1.8e-05
Skype.pcap,Benign,1.1.97.162,1.2.213.247,55988,443,NA,NA,NA,NA,NA,1.1e-05
Skype.pcap,Benign,1.1.251.139,1.2.79.225,59566,443,NA,NA,NA,NA,NA,1e-05
Skype.pcap,Benign,1.1.154.227,1.2.47.57,40948,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.184.216,1.2.13.46,4573,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.174.88,1.2.26.174,45912,443,NA,NA,NA,NA,NA,9e-06
Skype.pcap,Benign,1.1.44.27,1.2.45.174,35082,443,NA,NA,NA,NA,NA,7e-06
Skype.pcap,Benign,1.1.202.241,1.2.203.106,1059,443,NA,NA,NA,NA,NA,8e-06
Skype.pcap,Benign,1.1.143.251,1.2.60.93,36121,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.65.75,1.2.245.178,64127,443,NA,NA,NA,NA,NA,7e-06
Skype.pcap,Benign,1.1.251.100,1.2.79.217,59545,443,NA,NA,NA,NA,NA,9e-06
Skype.pcap,Benign,1.1.253.111,1.2.253.200,1665,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.92.207,1.2.233.36,25060,443,NA,NA,NA,NA,NA,8e-06
Skype.pcap,Benign,1.1.167.159,1.2.19.245,42158,443,NA,NA,NA,NA,NA,1.1e-05
Skype.pcap,Benign,1.1.232.57,1.2.92.197,25065,443,NA,NA,NA,NA,NA,1e-05
Skype.pcap,Benign,1.1.107.54,1.2.223.139,56399,443,NA,NA,NA,NA,NA,1.3e-05
Skype.pcap,Benign,1.1.178.86,1.2.6.172,46948,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.9.113,1.2.190.126,48263,443,NA,NA,NA,NA,NA,8e-06
Skype.pcap,Benign,1.1.251.161,1.2.79.247,59579,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.233.132,1.2.93.218,25237,443,NA,NA,NA,NA,NA,7e-06
Skype.pcap,Benign,1.1.48.191,1.2.49.63,35423,443,NA,NA,NA,NA,NA,1.7e-05
Skype.pcap,Benign,1.1.232.78,1.2.92.164,24925,443,NA,NA,NA,NA,NA,8e-06
Skype.pcap,Benign,1.1.208.130,1.2.100.216,54677,443,NA,NA,NA,NA,NA,1.3e-05
Skype.pcap,Benign,1.1.15.125,1.2.187.241,5381,443,NA,NA,NA,NA,NA,7e-06
Skype.pcap,Benign,1.1.43.225,1.2.44.88,40315,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.208.206,1.2.209.48,54762,443,NA,NA,NA,NA,NA,1e-05
Skype.pcap,Benign,1.1.73.6,1.2.73.109,20030,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.33.216,1.2.150.45,39649,443,NA,NA,NA,NA,NA,8e-06
Skype.pcap,Benign,1.1.114.14,1.2.198.99,52000,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.85.201,1.2.88.193,25101,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.32.51,1.2.148.136,9540,443,NA,NA,NA,NA,NA,9e-06
Skype.pcap,Benign,1.1.153.38,1.2.45.124,12839,443,NA,NA,NA,NA,NA,7e-06
Skype.pcap,Benign,1.1.38.84,1.2.146.169,38762,443,NA,NA,NA,NA,NA,8e-06
Skype.pcap,Benign,1.1.135.139,1.2.51.225,33945,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.87.39,1.2.227.124,61493,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.3.7,1.2.3.124,46216,443,NA,NA,NA,NA,NA,9e-06
Skype.pcap,Benign,1.1.75.8,1.2.76.182,21248,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.199.27,1.2.115.113,30765,443,NA,NA,NA,NA,NA,9e-06
Skype.pcap,Benign,1.1.167.61,1.2.160.141,45236,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.166.162,1.2.166.251,6105,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.1.142.42,1.2.58.164,37784,443,NA,NA,NA,NA,NA,1.6e-05
Skype.pcap,Benign,1.1.196.39,1.2.112.137,30034,443,NA,NA,NA,NA,NA,8e-06
Skype.pcap,Benign,1.1.254.138,1.2.74.224,20402,443,NA,NA,NA,NA,NA,1.4e-05
Skype.pcap,Benign,1.1.51.87,1.2.135.211,14506,443,NA,NA,NA,NA,NA,7e-06
Skype.pcap,Benign,1.1.168.221,1.2.29.83,8795,443,NA,NA,NA,NA,NA,1.2e-05
Skype.pcap,Benign,1.1.71.107,1.2.243.192,1147,443,NA,NA,NA,NA,NA,6e-06
Skype.pcap,Benign,1.2.190.53,1.1.9.224,443,3809,0x0300,0xc014,NA,NA,NA,2e-05
Skype.pcap,Benign,1.2.24.7,1.1.23.138,443,7374,0x0300,0xc014,NA,NA,NA,8e-06
Skype.pcap,Benign,1.2.121.202,1.1.205.116,443,53892,0x0300,0xc014,NA,NA,NA,9e-06
Skype.pcap,Benign,1.2.9.11,1.1.7.188,443,4261,0x0300,0xc014,NA,NA,NA,6e-06
Skype.pcap,Benign,1.2.51.208,1.1.51.83,443,14537,0x0300,0xc014,NA,NA,NA,5e-06
Skype.pcap,Benign,1.2.175.133,1.1.175.32,443,44099,0x0300,0xc014,NA,NA,NA,2e-06
Skype.pcap,Benign,1.2.29.197,1.1.169.111,443,44670,0x0300,0xc014,NA,NA,NA,6e-06
Skype.pcap,Benign,1.2.156.137,1.1.156.34,443,41293,0x0300,0xc014,NA,NA,NA,7e-06
Skype.pcap,Benign,1.2.37.234,1.1.145.148,443,10914,0x0300,0xc014,NA,NA,NA,6e-06
Skype.pcap,Benign,1.2.187.17,1.1.12.239,443,43771,0x0300,0xc014,NA,NA,NA,5e-06
Skype.pcap,Benign,1.2.53.38,1.1.52.174,443,34348,0x0300,0xc014,NA,NA,NA,8e-06
Skype.pcap,Benign,1.2.248.9,1.1.254.244,443,20983,0x0300,0xc014,NA,NA,NA,6e-06
Skype.pcap,Benign,1.2.157.168,1.1.39.226,443,40648,0x0300,0xc014,NA,NA,NA,8e-06
Skype.pcap,Benign,1.2.129.207,1.1.53.107,443,34440,0x0300,0xc014,NA,NA,NA,5e-06
Skype.pcap,Benign,1.2.247.120,1.1.67.18,443,62518,0x0300,0xc014,NA,NA,NA,2e-06
Skype.pcap,Benign,1.2.98.175,1.1.214.89,443,56154,0x0300,0xc014,NA,NA,NA,8e-06
Skype.pcap,Benign,1.2.224.124,1.1.84.38,443,22860,0x0300,0xc014,NA,NA,NA,6e-06
Skype.pcap,Benign,1.2.146.165,1.1.38.29,443,11156,0x0300,0xc014,NA,NA,NA,8e-06
Skype.pcap,Benign,1.2.228.129,1.1.80.44,443,59695,0x0300,0xc014,NA,NA,NA,5e-06
Skype.pcap,Benign,1.2.124.53,1.1.123.196,443,32997,0x0300,0xc014,NA,NA,NA,5e-06
Skype.pcap,Benign,1.2.187.215,1.1.15.130,443,5269,0x0300,0xc014,NA,NA,NA,9e-06
Skype.pcap,Benign,1.2.133.250,1.1.47.101,443,14805,0x0300,0xc014,NA,NA,NA,5e-06
Skype.pcap,Benign,1.2.217.22,1.1.216.160,443,29170,0x0300,0xc014,NA,NA,NA,8e-06
Skype.pcap,Benign,1.2.123.80,1.1.206.250,443,32782,0x0300,0xc014,NA,NA,NA,5e-06
Skype.pcap,Benign,1.2.9.93,1.1.189.7,443,3608,0x0300,0xc014,NA,NA,NA,6e-06
Skype.pcap,Benign,1.2.68.162,1.1.240.76,443,18801,0x0300,0xc014,NA,NA,NA,1.3e-05
Skype.pcap,Benign,1.2.82.217,1.1.230.117,443,22422,0x0300,0xc014,NA,NA,NA,6e-06
Skype.pcap,Benign,1.2.110.67,1.1.217.212,443,29436,0x0300,0xc014,NA,NA,NA,1.4e-05
Skype.pcap,Benign,1.2.76.73,1.1.255.199,443,64777,0x0300,0xc014,NA,NA,NA,6e-06
Skype.pcap,Benign,1.2.178.134,1.1.177.45,443,3203,0x0300,0xc014,NA,NA,NA,9e-06
Skype.pcap,Benign,1.2.187.237,1.1.15.152,443,5286,0x0300,0xc014,NA,NA,NA,6e-06
Skype.pcap,Benign,1.2.228.234,1.1.80.149,443,21941,0x0300,0xc014,NA,NA,NA,6e-06
Skype.pcap,Benign,1.2.241.120,1.1.241.19,443,19113,0x0300,0xc014,NA,NA,NA,4e-06
Skype.pcap,Benign,1.2.22.212,1.1.162.126,443,7054,0x0300,0xc014,NA,NA,NA,3e-06
Skype.pcap,Benign,1.2.227.135,1.1.87.50,443,23621,0x0300,0xc014,NA,NA,NA,4e-06
Skype.pcap,Benign,1.2.145.89,1.1.36.244,443,10832,0x0300,0xc014,NA,NA,NA,1.3e-05
Skype.pcap,Benign,1.2.148.10,1.1.171.168,443,39109,0x0300,0xc014,NA,NA,NA,5e-06
Skype.pcap,Benign,1.2.246.198,1.1.66.113,443,64395,0x0300,0xc014,NA,NA,NA,4e-06
Skype.pcap,Benign,1.2.73.29,1.1.72.183,443,19950,0x0300,0xc014,NA,NA,NA,3e-06
Skype.pcap,Benign,1.2.79.246,1.1.251.160,443,21693,0x0300,0xc014,NA,NA,NA,4e-06
Skype.pcap,Benign,1.2.70.128,1.1.241.107,443,19715,0x0300,0xc014,NA,NA,NA,9e-06
Skype.pcap,Benign,1.2.235.103,1.1.95.6,443,25691,0x0300,0xc014,NA,NA,NA,4e-06
Skype.pcap,Benign,1.2.216.103,1.1.107.255,443,28974,0x0300,0xc014,NA,NA,NA,4e-06
Skype.pcap,Benign,1.2.111.113,1.1.219.27,443,29725,0x0300,0xc014,NA,NA,NA,4e-06
Skype.pcap,Benign,1.2.8.169,1.1.188.83,443,49493,0x0300,0xc014,NA,NA,NA,4e-06
Skype.pcap,Benign,1.2.125.85,1.1.200.255,443,33304,0x0300,0xc014,NA,NA,NA,8e-06
Skype.pcap,Benign,1.2.42.248,1.1.42.111,443,39940,0x0300,0xc014,NA,NA,NA,3e-06
Skype.pcap,Benign,1.2.191.7,1.1.10.164,443,4051,0x0300,0xc014,NA,NA,NA,4e-06
Skype.pcap,Benign,1.2.48.121,1.1.45.220,443,14656,0x0300,0xc014,NA,NA,NA,4e-06
Skype.pcap,Benign,1.2.29.54,1.1.168.224,443,8688,0x0300,0xc014,NA,NA,NA,4e-06
